Organizador,Ano_Mes,Dia_da_Semana,Tipo_Dia,Objetivo,Date,AdSet_name,Amount_spent,Link_clicks,Impressions,Conversions,Segmentação,Tipo_de_Anúncio,Fase
969,2024 | Maio,Quarta-Feira,Dia útil,Leads,2024-05-29,topfunnel_full_dados_estatico_v2,24.63,6,1168,1,Full,Estático,5º Lançamento | Leads
970,2024 | Maio,Quarta-Feira,Dia útil,Leads,2024-05-29,topfunnel_LAL1_compradores_estatico_v2,17.70,8,587,3,LookALike_Compradores_1,Estático,5º Lançamento | Leads
971,2024 | Maio,Quarta-Feira,Dia útil,Leads,2024-05-29,topfunnel_LAL1_compradores_estatico_v2,3.80,1,252,1,LookALike_Compradores_1,Estático,5º Lançamento | Leads
972,2024 | Maio,Quarta-Feira,Dia útil,Leads,2024-05-29,topfunnel_LAL1_compradores_estatico_v2,18.41,5,865,3,LookALike_Compradores_1,Estático,5º Lançamento | Leads
977,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_full_dados_estatico_v1,197.44,76,8950,33,Full,Estático,5º Lançamento | Leads
978,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_full_dados_estatico_v1,6.63,1,436,,Full,Estático,5º Lançamento | Leads
979,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_full_dados_estatico_v1,4.43,1,276,,Full,Estático,5º Lançamento | Leads
980,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_full_dados_estatico_v1,2.54,1,197,,Full,Estático,5º Lançamento | Leads
981,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_full_dados_estatico_v1,175.69,70,8091,38,Full,Estático,5º Lançamento | Leads
982,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_full_dados_estatico_v1,7.51,3,483,2,Full,Estático,5º Lançamento | Leads
983,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_full_dados_estatico_v1,9.78,,384,,Full,Estático,5º Lançamento | Leads
984,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_LAL1_compradores_estatico_v1,2.90,1,136,1,LookALike_Compradores_1,Estático,5º Lançamento | Leads
985,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_LAL1_compradores_estatico_v1,1.88,,62,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
986,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_LAL1_compradores_estatico_v1,98.97,48,4254,29,LookALike_Compradores_1,Estático,5º Lançamento | Leads
987,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_LAL1_compradores_estatico_v1,1.81,,85,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
988,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_LAL1_compradores_estatico_v1,0.38,,28,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
989,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_LAL1_compradores_estatico_v1,97.22,56,3979,27,LookALike_Compradores_1,Estático,5º Lançamento | Leads
990,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_LAL1_compradores_estatico_v1,0.83,1,62,1,LookALike_Compradores_1,Estático,5º Lançamento | Leads
991,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_full_dados_estatico_v2,80.37,30,3840,12,Full,Estático,5º Lançamento | Leads
992,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_full_dados_estatico_v2,5.30,,268,,Full,Estático,5º Lançamento | Leads
993,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_full_dados_estatico_v2,20.60,13,781,5,Full,Estático,5º Lançamento | Leads
994,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_LAL1_compradores_estatico_v2,101.64,34,4029,16,LookALike_Compradores_1,Estático,5º Lançamento | Leads
995,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_LAL1_compradores_estatico_v2,2.83,,137,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
996,2024 | Maio,Quinta-Feira,Dia útil,Leads,2024-05-30,topfunnel_LAL1_compradores_estatico_v2,17.37,10,673,4,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1000,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_full_dados_estatico_v1,147.39,56,8475,30,Full,Estático,5º Lançamento | Leads
1001,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_full_dados_estatico_v1,0.01,,3,,Full,Estático,5º Lançamento | Leads
1002,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_full_dados_estatico_v1,0.62,,15,,Full,Estático,5º Lançamento | Leads
1003,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_full_dados_estatico_v1,0.23,,17,,Full,Estático,5º Lançamento | Leads
1004,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_full_dados_estatico_v1,0.13,,8,,Full,Estático,5º Lançamento | Leads
1005,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_full_dados_estatico_v1,0.11,,5,,Full,Estático,5º Lançamento | Leads
1006,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_full_dados_estatico_v1,141.10,49,8220,29,Full,Estático,5º Lançamento | Leads
1007,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_full_dados_estatico_v1,0.42,,10,,Full,Estático,5º Lançamento | Leads
1008,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_full_dados_estatico_v1,0.48,,31,,Full,Estático,5º Lançamento | Leads
1009,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_LAL1_compradores_estatico_v1,0.47,,26,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1010,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_LAL1_compradores_estatico_v1,0.63,,38,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1011,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_LAL1_compradores_estatico_v1,1.09,2,80,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1012,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_LAL1_compradores_estatico_v1,152.70,74,8808,27,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1013,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_LAL1_compradores_estatico_v1,0.22,,14,1,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1014,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_LAL1_compradores_estatico_v1,0.42,,22,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1015,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_LAL1_compradores_estatico_v1,138.01,59,7855,23,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1016,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_LAL1_compradores_estatico_v1,0.44,,26,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1017,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_LAL1_compradores_estatico_v1,1.34,,52,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1018,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_full_dados_estatico_v2,107.04,38,4720,19,Full,Estático,5º Lançamento | Leads
1019,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_full_dados_estatico_v2,0.88,,65,,Full,Estático,5º Lançamento | Leads
1020,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_full_dados_estatico_v2,20.75,4,638,2,Full,Estático,5º Lançamento | Leads
1021,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_LAL1_compradores_estatico_v2,105.38,32,4473,18,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1022,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_LAL1_compradores_estatico_v2,1.97,1,80,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1023,2024 | Maio,Sexta-Feira,Dia útil,Leads,2024-05-31,topfunnel_LAL1_compradores_estatico_v2,10.30,3,445,2,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1025,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_full_dados_estatico_v1,138.70,71,8583,40,Full,Estático,5º Lançamento | Leads
1026,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_full_dados_estatico_v1,1.58,1,61,1,Full,Estático,5º Lançamento | Leads
1027,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_full_dados_estatico_v1,127.65,50,8043,29,Full,Estático,5º Lançamento | Leads
1028,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_LAL1_compradores_estatico_v1,2.07,2,106,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1029,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_LAL1_compradores_estatico_v1,171.59,66,11593,34,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1030,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_LAL1_compradores_estatico_v1,0.00,,0,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1031,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_LAL1_compradores_estatico_v1,141.62,59,9375,29,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1032,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_full_dados_estatico_v2,35.57,14,1930,10,Full,Estático,5º Lançamento | Leads
1033,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_full_dados_estatico_v2,0.32,,39,,Full,Estático,5º Lançamento | Leads
1034,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_LAL1_compradores_estatico_v2,38.91,19,2245,11,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1035,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_LAL1_compradores_estatico_v2,0.73,,43,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1036,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_full_dados_estatico_v2,25.11,6,1259,3,Full,Estático,5º Lançamento | Leads
1037,2024 | Junho,Sábado,Final de Semana,Leads,2024-06-01,topfunnel_full_dados_estatico_v2,141.22,62,6600,26,Full,Estático,5º Lançamento | Leads
1039,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_full_dados_estatico_v1,114.04,44,7569,24,Full,Estático,5º Lançamento | Leads
1040,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_full_dados_estatico_v1,1.00,3,93,1,Full,Estático,5º Lançamento | Leads
1041,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_full_dados_estatico_v1,128.67,60,9849,30,Full,Estático,5º Lançamento | Leads
1042,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_full_dados_estatico_v1,0.00,,0,,Full,Estático,5º Lançamento | Leads
1043,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_LAL1_compradores_estatico_v1,0.95,1,153,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1044,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_LAL1_compradores_estatico_v1,129.76,44,10706,21,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1045,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_LAL1_compradores_estatico_v1,136.32,49,10451,19,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1046,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_full_dados_estatico_v2,29.14,13,1901,8,Full,Estático,5º Lançamento | Leads
1047,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_full_dados_estatico_v2,0.10,,11,,Full,Estático,5º Lançamento | Leads
1048,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_LAL1_compradores_estatico_v2,33.03,9,1815,6,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1049,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_LAL1_compradores_estatico_v2,0.21,,21,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1050,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_full_dados_estatico_v2,39.80,16,2212,13,Full,Estático,5º Lançamento | Leads
1051,2024 | Junho,Domingo,Final de Semana,Leads,2024-06-02,topfunnel_full_dados_estatico_v2,188.67,68,12562,33,Full,Estático,5º Lançamento | Leads
1053,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_estatico_v1,133.04,56,9178,36,Full,Estático,5º Lançamento | Leads
1054,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_estatico_v1,2.34,1,195,1,Full,Estático,5º Lançamento | Leads
1055,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_estatico_v1,167.57,71,13211,29,Full,Estático,5º Lançamento | Leads
1056,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_LAL1_compradores_estatico_v1,0.00,,0,2,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1057,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_LAL1_compradores_estatico_v1,0.00,,0,1,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1058,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_estatico_v2,53.38,19,3303,7,Full,Estático,5º Lançamento | Leads
1059,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_estatico_v2,0.28,,18,,Full,Estático,5º Lançamento | Leads
1060,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_LAL1_compradores_estatico_v2,0.00,,0,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1061,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_estatico_v2,25.65,7,1745,5,Full,Estático,5º Lançamento | Leads
1062,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_estatico_v2,64.48,25,5509,14,Full,Estático,5º Lançamento | Leads
1063,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_video_v1,7.79,,393,,Full,Video,5º Lançamento | Leads
1064,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_video_v1,17.60,9,992,2,Full,Video,5º Lançamento | Leads
1065,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_video_v1,48.84,25,1961,13,Full,Video,5º Lançamento | Leads
1067,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_video_v2,1.08,1,77,,Full,Video,5º Lançamento | Leads
1068,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_video_v2,47.92,24,1713,,Full,Video,5º Lançamento | Leads
1069,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_video_v2,1.22,1,47,,Full,Video,5º Lançamento | Leads
1070,2024 | Junho,Segunda-Feira,Dia útil,Leads,2024-06-03,topfunnel_full_dados_video_v2,0.30,,20,,Full,Video,5º Lançamento | Leads
1071,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v1,133.01,72,9831,87,Full,Estático,5º Lançamento | Leads
1072,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v1,0.94,1,113,,Full,Estático,5º Lançamento | Leads
1073,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v1,127.50,53,8770,48,Full,Estático,5º Lançamento | Leads
1074,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_LAL1_compradores_estatico_v1,0.00,,0,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1075,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_LAL1_compradores_estatico_v1,0.00,,0,3,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1077,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v2,0.63,,50,,Full,Estático,5º Lançamento | Leads
1078,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v2,0.00,,0,4,Full,Estático,5º Lançamento | Leads
1079,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_LAL1_compradores_estatico_v2,0.00,,0,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1080,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v2,11.30,2,847,1,Full,Estático,5º Lançamento | Leads
1081,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v2,34.38,8,2949,10,Full,Estático,5º Lançamento | Leads
1082,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_video_v1,3.27,3,128,7,Full,Video,5º Lançamento | Leads
1083,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_video_v1,2.83,2,170,,Full,Video,5º Lançamento | Leads
1084,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_video_v1,83.08,34,2615,42,Full,Video,5º Lançamento | Leads
1085,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_video_v1,371.16,172,14780,193,Full,Video,5º Lançamento | Leads
1086,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_video_v2,0.51,,22,,Full,Video,5º Lançamento | Leads
1087,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_video_v2,76.93,39,2978,3,Full,Video,5º Lançamento | Leads
1088,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_video_v2,11.52,4,367,,Full,Video,5º Lançamento | Leads
1089,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_video_v2,0.36,1,14,,Full,Video,5º Lançamento | Leads
1090,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v2,18.07,3,704,,Full,Estático,5º Lançamento | Leads
1091,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v2,16.83,10,433,,Full,Estático,5º Lançamento | Leads
1092,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_video_v1,12.39,2,383,,Full,Video,5º Lançamento | Leads
1093,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_video_v1,2.54,,154,,Full,Video,5º Lançamento | Leads
1094,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_video_v1,9.66,7,312,,Full,Video,5º Lançamento | Leads
1095,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v1,10.69,2,662,,Full,Estático,5º Lançamento | Leads
1096,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_video_v1,4.21,1,188,,Full,Video,5º Lançamento | Leads
1097,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v1,6.74,,328,,Full,Estático,5º Lançamento | Leads
1098,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v1,9.88,2,651,,Full,Estático,5º Lançamento | Leads
1099,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v2,8.90,4,590,,Full,Estático,5º Lançamento | Leads
1100,2024 | Junho,Terça-Feira,Dia útil,Leads,2024-06-04,topfunnel_full_dados_estatico_v2,1.83,1,108,,Full,Estático,5º Lançamento | Leads
1101,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v1,182.12,91,14012,138,Full,Estático,5º Lançamento | Leads
1102,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v1,0.08,,8,,Full,Estático,5º Lançamento | Leads
1103,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v1,110.83,48,7047,96,Full,Estático,5º Lançamento | Leads
1104,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_LAL1_compradores_estatico_v1,0.00,,0,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1105,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_LAL1_compradores_estatico_v1,0.00,,0,3,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1106,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v2,87.84,34,5037,59,Full,Estático,5º Lançamento | Leads
1107,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v2,0.70,,45,,Full,Estático,5º Lançamento | Leads
1108,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_LAL1_compradores_estatico_v2,0.00,,0,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1109,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v2,6.83,4,440,3,Full,Estático,5º Lançamento | Leads
1110,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v2,22.89,11,1741,25,Full,Estático,5º Lançamento | Leads
1111,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_video_v1,1.89,,67,,Full,Video,5º Lançamento | Leads
1112,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_video_v1,1.38,,69,,Full,Video,5º Lançamento | Leads
1113,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_video_v1,57.72,24,2127,39,Full,Video,5º Lançamento | Leads
1114,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_video_v1,455.01,187,18991,361,Full,Video,5º Lançamento | Leads
1115,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_video_v2,0.00,,0,3,Full,Video,5º Lançamento | Leads
1116,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v2,2.18,,74,,Full,Estático,5º Lançamento | Leads
1117,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v2,19.02,9,566,1,Full,Estático,5º Lançamento | Leads
1118,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_video_v1,0.07,,4,,Full,Video,5º Lançamento | Leads
1119,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_video_v1,0.01,,1,,Full,Video,5º Lançamento | Leads
1120,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_video_v1,8.56,1,264,,Full,Video,5º Lançamento | Leads
1121,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v1,11.42,5,310,,Full,Estático,5º Lançamento | Leads
1122,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_video_v1,1.03,1,26,,Full,Video,5º Lançamento | Leads
1123,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v1,2.55,,106,,Full,Estático,5º Lançamento | Leads
1124,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v1,1.69,,50,,Full,Estático,5º Lançamento | Leads
1125,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v2,2.22,,98,,Full,Estático,5º Lançamento | Leads
1126,2024 | Junho,Quarta-Feira,Dia útil,Leads,2024-06-05,topfunnel_full_dados_estatico_v2,0.04,1,4,,Full,Estático,5º Lançamento | Leads
1127,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_estatico_v1,193.05,75,15467,128,Full,Estático,5º Lançamento | Leads
1128,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_estatico_v1,1.29,2,113,3,Full,Estático,5º Lançamento | Leads
1129,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_estatico_v1,94.30,45,6131,102,Full,Estático,5º Lançamento | Leads
1130,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_LAL1_compradores_estatico_v1,0.00,,0,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1131,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_estatico_v2,106.29,58,5489,117,Full,Estático,5º Lançamento | Leads
1132,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_estatico_v2,0.76,,47,,Full,Estático,5º Lançamento | Leads
1133,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_LAL1_compradores_estatico_v2,0.00,,0,,LookALike_Compradores_1,Estático,5º Lançamento | Leads
1134,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_estatico_v2,4.34,,270,,Full,Estático,5º Lançamento | Leads
1135,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_estatico_v2,18.78,8,1452,15,Full,Estático,5º Lançamento | Leads
1136,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_video_v1,1.85,,100,,Full,Video,5º Lançamento | Leads
1137,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_video_v1,4.50,3,246,6,Full,Video,5º Lançamento | Leads
1138,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_video_v1,40.02,19,1506,33,Full,Video,5º Lançamento | Leads
1139,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_video_v1,462.95,164,19725,272,Full,Video,5º Lançamento | Leads
1140,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_estatico_v2,1.21,1,52,,Full,Estático,5º Lançamento | Leads
1141,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_estatico_v2,12.70,3,350,,Full,Estático,5º Lançamento | Leads
1142,2024 | Junho,Quinta-Feira,Dia útil,Leads,2024-06-06,topfunnel_full_dados_video_v1,0.55,,11,,Full,Video,5º Lançamento | Leads
